255.793, 225.443, 65.881
254.027, 227.069, 66.832
253.912, 224.627, 67.316
254.429, 223.394, 67.796
254.201, 222.291, 66.797
252.982, 222.566, 66.059
255.258, 222.150, 65.714
256.399, 221.427, 66.132
254.488, 221.484, 64.585
254.315, 220.098, 64.839
253.134, 222.175, 64.713
253.065, 223.387, 63.881
253.078, 224.694, 64.296
253.005, 225.555, 63.312
252.944, 224.760, 62.178
252.851, 225.071, 60.814
252.802, 226.321, 60.342
252.808, 224.037, 59.944
252.854, 222.788, 60.427
252.945, 222.367, 61.685
252.982, 223.420, 62.514
258.839, 221.033, 66.304
257.939, 223.239, 65.292
257.779, 221.106, 64.047
257.721, 219.697, 63.896
257.459, 219.315, 62.464
256.215, 219.928, 62.028
258.475, 219.819, 61.454
259.669, 219.067, 61.390
257.672, 219.836, 60.165
257.496, 218.523, 59.656
256.329, 220.337, 60.679
256.270, 221.813, 60.615
255.922, 222.349, 59.382
255.666, 221.563, 58.465
255.858, 223.688, 59.227
256.143, 224.485, 60.255
256.065, 225.801, 60.045
256.518, 223.968, 61.530
256.572, 222.637, 61.666
262.166, 219.012, 61.644
260.853, 221.235, 61.673
261.140, 220.026, 59.574
260.909, 218.932, 58.706
260.601, 219.401, 57.309
259.400, 220.211, 57.313
261.632, 220.304, 56.662
262.756, 219.603, 56.163
260.819, 221.001, 55.580
260.642, 220.157, 54.454
259.469, 221.170, 56.276
259.314, 222.530, 56.844
259.058, 223.576, 55.948
258.964, 223.316, 54.743
258.912, 224.839, 56.412
259.022, 225.073, 57.713
258.870, 226.331, 58.119
259.287, 224.031, 58.650
259.426, 222.783, 58.182
265.180, 219.358, 55.595
264.370, 221.206, 57.207
263.924, 221.327, 54.751
263.569, 220.792, 53.488
263.472, 221.875, 52.451
262.270, 222.667, 52.650
264.593, 222.900, 52.472
265.770, 222.425, 51.851
263.957, 224.089, 51.768
263.934, 223.892, 50.362
262.524, 224.012, 52.295
262.356, 224.867, 53.489
262.154, 226.223, 53.260
262.112, 226.611, 52.087
262.007, 227.062, 54.312
262.057, 226.586, 55.556
261.898, 227.454, 56.560
262.270, 225.199, 55.820
262.419, 224.382, 54.767
268.172, 222.423, 51.267
267.406, 223.281, 53.596
266.985, 224.577, 51.499
267.405, 225.728, 52.200
266.633, 226.945, 51.768
265.363, 226.980, 52.470
267.312, 228.248, 52.131
268.239, 228.650, 51.148
266.150, 229.206, 52.350
265.649, 229.707, 51.124
265.111, 228.276, 52.959
265.223, 228.222, 54.432
265.502, 227.110, 55.187
265.540, 227.354, 56.469
265.271, 228.703, 56.563
265.182, 229.534, 57.705
265.329, 229.206, 58.878
264.891, 230.861, 57.363
264.712, 231.310, 56.073
264.441, 232.613, 55.913
264.799, 230.536, 55.006
265.073, 229.257, 55.320
270.500, 229.277, 50.344
270.142, 228.646, 52.820
269.300, 230.781, 51.940
268.454, 231.549, 51.099
268.136, 232.861, 51.748
267.181, 232.659, 52.816
269.315, 233.534, 52.422
270.070, 234.266, 51.491
268.648, 234.403, 53.470
268.119, 235.580, 52.883
267.475, 233.522, 53.889
267.769, 232.709, 55.092
267.634, 233.350, 56.324
267.307, 234.553, 56.351
267.875, 232.643, 57.455
268.235, 231.366, 57.388
268.449, 230.754, 58.559
268.371, 230.672, 56.133
268.132, 231.386, 55.020
272.293, 233.111, 51.522
272.000, 235.304, 52.765
271.951, 235.275, 50.289
273.257, 235.484, 49.759
273.240, 236.581, 48.712
272.400, 236.161, 47.595
272.650, 237.901, 49.203
273.240, 238.988, 48.498
271.184, 237.777, 48.809
270.487, 239.002, 48.690
271.278, 237.018, 47.483
270.118, 236.167, 47.254
269.707, 235.142, 48.076
268.628, 234.525, 47.643
268.321, 235.197, 46.461
267.290, 235.027, 45.537
266.350, 234.098, 45.665
267.255, 235.855, 44.469
268.203, 236.789, 44.344
269.228, 237.049, 45.155
269.227, 236.210, 46.207
275.112, 240.598, 48.092
275.199, 238.956, 50.068
273.584, 240.881, 50.090
273.528, 242.270, 49.805
273.070, 243.028, 51.027
271.709, 242.647, 51.362
273.859, 242.710, 52.285
275.070, 243.420, 52.383
272.859, 242.994, 53.396
272.699, 244.389, 53.602
271.590, 242.451, 52.764
271.463, 240.994, 53.022
271.612, 239.970, 52.115
271.446, 238.769, 52.623
271.174, 239.002, 53.966
270.909, 238.117, 55.046
270.867, 236.781, 54.928
270.668, 238.667, 56.251
270.718, 240.009, 56.369
270.952, 240.936, 55.426
271.181, 240.365, 54.229
277.546, 243.549, 52.689
276.428, 241.327, 52.161
276.098, 242.365, 54.386
275.915, 243.463, 55.258
275.391, 243.051, 56.612
274.122, 242.353, 56.494
276.237, 242.089, 57.414
277.362, 242.704, 57.996
275.231, 241.597, 58.435
274.928, 242.641, 59.339
274.012, 241.411, 57.546
274.004, 240.051, 56.987
274.240, 239.661, 55.695
274.191, 238.370, 55.545
273.920, 237.883, 56.811
273.758, 236.553, 57.264
273.817, 235.513, 56.606
273.504, 236.512, 58.633
273.415, 237.605, 59.464
273.173, 237.356, 60.764
273.568, 238.844, 59.053
273.814, 238.907, 57.724
279.752, 242.863, 58.671
278.998, 241.241, 56.814
278.481, 240.746, 59.179
277.976, 241.010, 60.478
277.741, 239.728, 61.235
276.643, 238.982, 60.652
278.892, 238.742, 61.226
279.890, 239.103, 62.157
278.198, 237.427, 61.550
277.914, 237.353, 62.936
276.867, 237.595, 60.817
276.859, 236.939, 59.497
276.902, 237.592, 58.278
276.876, 236.780, 57.275
276.804, 235.510, 57.840
276.748, 234.237, 57.209
276.753, 233.996, 55.985
276.693, 233.203, 58.143
276.694, 233.377, 59.511
276.637, 232.265, 60.259
276.744, 234.553, 60.101
276.795, 235.581, 59.215
282.203, 239.514, 62.955
281.784, 239.024, 60.478
281.561, 237.222, 62.198
281.068, 236.676, 63.407
281.030, 235.175, 63.340
279.922, 234.740, 62.507
282.237, 234.513, 62.705
283.358, 234.433, 63.573
281.673, 233.161, 62.297
281.505, 232.344, 63.445
280.281, 233.564, 61.813
280.224, 233.823, 60.347
280.040, 232.740, 59.477
279.952, 231.603, 59.961
279.967, 232.955, 58.132
280.081, 234.193, 57.650
280.014, 234.364, 56.332
280.277, 235.316, 58.504
280.333, 235.086, 59.824
285.776, 234.339, 64.117
285.009, 235.502, 61.972
284.939, 233.021, 62.211
284.857, 231.811, 62.946
284.785, 230.612, 62.039
283.592, 230.677, 61.216
285.911, 230.471, 61.036
287.086, 229.929, 61.610
285.290, 229.579, 59.969
285.302, 228.216, 60.372
283.844, 230.071, 59.966
283.596, 231.059, 58.894
283.459, 230.553, 57.597
283.553, 229.332, 57.428
283.225, 231.405, 56.573
283.148, 232.720, 56.788
282.922, 233.508, 55.727
283.290, 233.267, 58.110
283.509, 232.406, 59.122
289.510, 229.695, 61.962
288.570, 231.815, 60.792
288.614, 229.652, 59.622
288.539, 228.242, 59.492
288.522, 227.842, 58.042
287.263, 228.248, 57.450
289.575, 228.505, 57.165
290.845, 227.873, 57.254
288.944, 228.432, 55.779
289.113, 227.134, 55.224
287.459, 228.625, 56.106
286.996, 230.018, 55.917
286.728, 230.966, 56.873
286.323, 232.106, 56.373
286.311, 231.903, 55.006
285.958, 232.775, 53.942
285.567, 233.946, 53.976
286.096, 232.154, 52.714
286.514, 230.870, 52.520
286.574, 230.475, 51.236
286.840, 230.045, 53.503
286.715, 230.620, 54.709
293.337, 227.755, 57.065
292.182, 230.018, 57.276
292.031, 228.704, 55.175
292.146, 227.545, 54.368
292.020, 227.879, 52.901
290.667, 228.315, 52.601
292.886, 229.018, 52.391
294.221, 228.631, 52.134
292.138, 229.461, 51.141
292.359, 228.546, 50.084
290.693, 229.314, 51.600
290.196, 230.576, 52.178
290.182, 230.959, 53.499
289.681, 232.161, 53.689
289.357, 232.597, 52.410
288.789, 233.783, 51.920
288.421, 234.818, 52.678
288.612, 233.878, 50.585
288.971, 232.860, 49.799
289.503, 231.700, 50.141
289.673, 231.629, 51.471
296.702, 228.984, 52.097
295.166, 230.460, 53.551
295.199, 230.724, 51.118
295.252, 230.323, 49.761
294.760, 231.440, 48.881
293.362, 231.710, 49.173
295.434, 232.786, 49.093
296.690, 232.899, 48.450
294.391, 233.758, 48.568
294.384, 233.755, 47.155
293.104, 233.095, 49.050
292.684, 233.633, 50.365
292.001, 234.848, 50.364
291.776, 235.387, 49.269
291.603, 235.394, 51.539
291.879, 234.765, 52.678
291.471, 235.327, 53.810
292.578, 233.526, 52.711
292.965, 233.000, 51.544
299.128, 233.460, 48.412
297.776, 233.560, 50.618
297.483, 235.259, 48.862
297.338, 235.738, 47.539
296.764, 237.130, 47.540
295.418, 237.107, 48.079
297.473, 238.148, 48.414
298.661, 238.655, 47.835
296.397, 239.203, 48.612
296.274, 239.998, 47.445
295.146, 238.336, 48.720
294.735, 238.087, 50.115
294.876, 236.952, 50.878
294.364, 237.079, 52.077
293.857, 238.376, 52.101
293.183, 239.096, 53.126
292.884, 238.727, 54.274
292.854, 240.378, 52.701
293.123, 240.911, 51.465
292.721, 242.180, 51.257
293.747, 240.246, 50.499
294.080, 239.001, 50.891
300.938, 239.635, 47.872
299.946, 238.576, 50.016
299.131, 240.743, 49.165
298.906, 241.746, 48.186
298.316, 242.979, 48.814
297.002, 242.663, 49.335
299.074, 243.526, 50.015
300.160, 244.362, 49.644
297.991, 244.253, 50.793
297.739, 245.529, 50.221
296.783, 243.353, 50.545
296.590, 242.359, 51.620
297.018, 241.054, 51.652
296.668, 240.437, 52.752
295.966, 241.386, 53.486
295.343, 241.303, 54.760
295.277, 240.342, 55.540
294.750, 242.515, 55.102
294.760, 243.652, 54.324
294.131, 244.729, 54.820
295.335, 243.737, 53.137
295.910, 242.576, 52.790
302.521, 245.184, 49.795
301.823, 242.968, 50.899
301.104, 245.152, 51.843
300.498, 246.432, 51.774
299.888, 246.806, 53.098
298.743, 245.962, 53.373
300.784, 246.616, 54.311
301.700, 247.685, 54.482
299.783, 246.472, 55.453
299.318, 247.740, 55.878
298.627, 245.742, 54.763
298.648, 244.286, 55.019
297.952, 243.806, 56.135
297.353, 244.619, 56.851
297.952, 242.476, 56.397
298.622, 241.645, 55.587
298.610, 240.341, 55.872
299.340, 242.116, 54.446
299.330, 243.431, 54.198
288.282, 238.541, 64.900
290.304, 237.220, 63.986
290.630, 239.325, 65.284
292.026, 239.392, 65.026
292.498, 240.817, 64.858
293.909, 240.809, 64.526
291.838, 241.603, 63.731
290.623, 242.217, 64.143
292.916, 242.602, 63.322
292.906, 243.725, 64.198
294.198, 241.804, 63.574
294.769, 241.141, 62.379
294.910, 239.780, 62.214
295.491, 239.434, 61.090
295.776, 240.646, 60.474
296.400, 240.914, 59.221
296.842, 240.109, 58.383
296.493, 242.279, 58.974
296.037, 243.258, 59.827
296.207, 244.524, 59.413
295.452, 243.022, 60.988
295.352, 241.707, 61.256
288.221, 242.975, 63.825
289.215, 241.050, 62.424
289.857, 243.441, 62.099
290.146, 244.750, 62.552
290.726, 245.559, 61.437
292.044, 245.055, 61.109
289.965, 245.456, 60.132
288.812, 246.277, 60.107
291.029, 245.814, 59.102
291.240, 247.215, 59.062
292.268, 245.165, 59.717
292.559, 243.818, 59.164
293.317, 243.748, 57.988
293.687, 244.803, 57.447
293.625, 242.538, 57.461
293.209, 241.414, 58.058
293.547, 240.245, 57.488
292.438, 241.454, 59.262
292.142, 242.665, 59.778
286.488, 246.875, 59.496
287.144, 244.405, 59.552
288.007, 245.918, 57.773
288.430, 247.166, 57.262
288.896, 247.029, 55.845
290.220, 246.430, 55.807
288.077, 246.099, 54.972
286.832, 246.628, 54.568
289.049, 245.816, 53.844
289.192, 246.968, 53.022
290.340, 245.631, 54.645
290.509, 244.213, 55.046
291.170, 243.374, 54.147
291.602, 243.852, 53.097
291.329, 242.070, 54.449
290.849, 241.590, 55.590
291.033, 240.291, 55.832
290.158, 242.409, 56.524
290.011, 243.700, 56.214
284.423, 246.329, 54.112
285.853, 244.277, 54.530
286.118, 245.601, 52.417
285.899, 244.446, 51.629
287.041, 244.223, 50.671
288.235, 243.891, 51.426
286.864, 243.066, 49.694
286.175, 243.457, 48.518
288.295, 242.627, 49.417
288.890, 243.495, 48.461
288.955, 242.866, 50.776
288.929, 241.674, 51.651
288.358, 241.616, 52.906
288.490, 240.457, 53.499
289.197, 239.693, 52.582
289.633, 238.344, 52.659
289.472, 237.530, 53.577
290.315, 237.955, 51.514
290.555, 238.760, 50.428
291.240, 238.201, 49.417
290.158, 240.021, 50.343
289.484, 240.426, 51.441
284.228, 243.461, 46.959
284.129, 242.141, 49.168
285.503, 241.334, 47.310
286.621, 241.399, 46.437
287.321, 240.065, 46.376
288.054, 239.831, 47.604
286.416, 238.845, 46.245
285.987, 238.610, 44.914
287.274, 237.726, 46.814
288.239, 237.300, 45.858
288.014, 238.458, 47.935
287.371, 238.307, 49.259
287.583, 237.117, 49.945
288.270, 236.243, 49.394
287.038, 236.961, 51.174
286.308, 237.952, 51.718
285.781, 237.757, 52.931
286.073, 239.178, 51.028
286.625, 239.313, 49.813
284.260, 238.037, 43.218
283.654, 238.196, 45.720
284.966, 236.303, 44.892
285.955, 235.622, 44.118
286.159, 234.209, 44.619
286.368, 234.234, 46.069
284.981, 233.257, 44.375
285.465, 231.935, 44.130
284.259, 233.270, 45.725
283.475, 232.120, 45.970
285.433, 233.373, 46.696
285.097, 233.915, 48.036
285.475, 233.191, 49.183
286.071, 232.108, 49.073
285.177, 233.680, 50.415
284.538, 234.834, 50.545
284.280, 235.236, 51.786
284.139, 235.601, 49.412
284.438, 235.110, 48.194
284.576, 231.258, 41.862
286.793, 230.314, 42.782
286.648, 232.639, 42.024
286.063, 233.462, 41.049
286.902, 233.499, 39.801
287.172, 232.149, 39.337
286.212, 234.186, 38.649
286.441, 235.580, 38.701
286.770, 233.480, 37.411
288.020, 234.026, 37.021
286.990, 232.060, 37.941
285.817, 231.191, 37.714
285.128, 230.538, 38.718
284.121, 229.844, 38.276
284.138, 230.044, 36.894
283.279, 229.530, 35.873
282.301, 228.782, 35.992
283.654, 229.977, 34.604
284.715, 230.812, 34.358
284.914, 231.125, 33.077
285.528, 231.296, 35.289
285.187, 230.874, 36.530
285.729, 237.974, 38.711
283.997, 236.104, 39.003
285.076, 236.457, 36.796
286.081, 236.897, 35.895
285.633, 236.728, 34.464
285.529, 235.313, 34.151
284.255, 237.289, 34.140
284.289, 238.678, 33.860
283.813, 236.441, 32.954
284.397, 236.919, 31.751
284.434, 235.086, 33.291
283.473, 234.169, 33.951
282.576, 233.475, 33.128
282.606, 233.638, 31.892
281.682, 232.636, 33.694
281.646, 232.464, 35.013
280.730, 231.605, 35.479
282.545, 233.159, 35.884
283.432, 233.992, 35.314
283.449, 241.014, 33.908
282.467, 239.271, 35.517
281.939, 239.214, 33.092
282.207, 239.377, 31.709
281.148, 238.721, 30.864
281.233, 237.279, 30.991
279.709, 239.033, 31.235
279.271, 240.286, 30.745
278.958, 237.856, 30.635
278.832, 238.014, 29.232
279.938, 236.713, 30.897
279.620, 235.992, 32.156
278.505, 235.175, 32.163
277.778, 235.025, 31.194
278.249, 234.548, 33.359
278.990, 234.646, 34.524
278.641, 234.011, 35.514
280.126, 235.512, 34.443
280.389, 236.139, 33.289
278.287, 242.555, 31.016
278.641, 241.000, 33.052
276.834, 240.567, 31.359
276.234, 240.652, 30.076
275.253, 239.534, 29.838
275.875, 238.255, 30.118
274.012, 239.521, 30.708
273.026, 240.447, 30.304
273.561, 238.074, 30.610
272.907, 237.825, 29.379
274.904, 237.350, 30.605
275.274, 236.945, 31.972
276.275, 237.458, 32.751
276.332, 236.891, 33.926
275.295, 235.963, 33.921
274.866, 235.044, 34.920
275.321, 234.871, 36.052
273.784, 234.288, 34.497
273.183, 234.391, 33.264
272.143, 233.575, 33.059
273.569, 235.242, 32.323
274.622, 235.993, 32.718
271.563, 242.412, 30.763
273.044, 241.375, 32.617
271.006, 240.213, 31.794
270.326, 239.491, 30.779
269.705, 238.232, 31.323
270.732, 237.322, 31.793
268.802, 238.403, 32.526
267.520, 238.883, 32.178
268.793, 237.003, 33.131
267.927, 236.143, 32.400
270.232, 236.557, 32.877
271.117, 236.742, 34.053
272.147, 237.647, 34.150
272.788, 237.588, 35.288
272.153, 236.575, 35.994
272.421, 236.055, 37.296
273.300, 236.410, 38.086
271.558, 235.022, 37.645
270.556, 234.546, 36.832
269.818, 233.541, 37.334
270.295, 235.028, 35.614
271.124, 236.033, 35.247
265.379, 240.104, 32.579
